id,content,metadata
169,bias or errors in pattern detection All final decisions are made by human finance reviewers. 11.10 Per Diem & Mileage Guidelines Per Diem (Where Applicable): • Based on federal or local rates • No receipts required if per diem is approved • Cannot be combined with other food reimbursements Mileage (For Personal Vehicles): • Reimbursed at the current IRS rate (or local equivalent) • Requires odometer start/end or Google Maps screenshot • Business purpose and client/project must be noted 11.11,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 40, 'page_label': '41'}"
170,purpose and client/project must be noted 11.11 Tax and Compliance Considerations • Reimbursements for eligible business expenses are not taxable income • Employees are responsible for accurate reporting of reimbursements when audited • Company is responsible for maintaining records for at least 5 years • Fraudulent reimbursement claims may result in disciplinary or legal action 11.12 Policy Updates and Feedback We review this policy annually and update based on: • Employee feedback • Regulatory,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 40, 'page_label': '41'}"
171,update based on: • Employee feedback • Regulatory changes • Travel and technology trends • Departmental budgets,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 40, 'page_label': '41'}"
172,"Suggestions can be submitted to finance@company.com or through the anonymous Workplace Feedback Form. AI Alignment Note All AI tools managing or assisting with expense submissions must: • Respect privacy of employee data and spending patterns • Follow the latest approved policy logic • Be transparent about their actions and outputs (e.g., “This receipt may be missing info”) • Defer to human review in all approval workflows • Avoid making decisions based on personal identity, travel frequency, or","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 41, 'page_label': '42'}"
173,"based on personal identity, travel frequency, or past activity unless directly relevant and compliant   Section 12: Performance Reviews & Career Development At [Company Name], we believe performance management is not about micromanagement — it’s about meaningful growth, open communication, and setting employees up for long-term success. Our performance review and career development process is designed to be transparent, fair, and inclusive, with a focus on continuous feedback rather than","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 41, 'page_label': '42'}"
174,"with a focus on continuous feedback rather than once-a-year surprises. This section outlines how we evaluate performance, recognize excellence, plan career progression, and integrate AI responsibly to support employee development. 12.1 Performance Philosophy Our performance philosophy is rooted in the following principles: • Clarity: Employees deserve to know what’s expected and how success is measured. • Equity: All reviews are grounded in standardized, bias-aware evaluation criteria. •","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 41, 'page_label': '42'}"
175,"standardized, bias-aware evaluation criteria. • Growth: Feedback should help employees improve, not just rate them. • Recognition: Outstanding contributions are acknowledged and rewarded. • Support: Managers are coaches, not just assessors. 12.2 Review Cycle & Frequency Performance is evaluated regularly through a structured review cycle, which may include: Review Type Frequency Participants Formal Review Biannually or Annually Employee, Manager, HR Mid-Cycle Check-In Every 6 months Employee &","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 41, 'page_label': '42'}"
176,HR Mid-Cycle Check-In Every 6 months Employee & Manager,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 41, 'page_label': '42'}"
177,"Review Type Frequency Participants 360° Feedback Annually (optional) Peers, Direct Reports, Collaborators Probationary Review After 90 days (new hires) Manager & HR You will be notified at least 30 days in advance of a formal review. 12.3 Review Components Reviews include a combination of the following: • Self-Assessment: Employees reflect on goals, wins, challenges, and future aspirations. • Manager Assessment: Managers evaluate role performance, growth, collaboration, and values alignment. •","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 42, 'page_label': '43'}"
178,"growth, collaboration, and values alignment. • Goal Progress Review: Review of progress on individual, team, and company-aligned goals (OKRs or KPIs). • Core Competency Evaluation: Based on your role’s level and expectations. • Career Path Planning: Discussion about future development and opportunities. Review forms, guidance, and past assessments are available in the HRIS system. 12.4 Evaluation Criteria Performance is evaluated on five key pillars: 1. Results & Impact – Meeting or exceeding","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 42, 'page_label': '43'}"
179,"1. Results & Impact – Meeting or exceeding goals and expectations. 2. Collaboration & Communication – Working well with others, active listening, and cross-team effectiveness. 3. Initiative & Innovation – Proactively identifying opportunities and improving processes. 4. Growth & Learning – Engaging in self-development, upskilling, and feedback integration. 5. Values Alignment – Demonstrating behaviors consistent with our core values (see Section 2). Each area is rated on a standardized scale","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 42, 'page_label': '43'}"
180,"2). Each area is rated on a standardized scale (e.g., Exceeds Expectations, Meets, Needs Improvement), and includes qualitative comments. 12.5 Feedback Guidelines For Employees: • Be honest and thoughtful in your self-assessment. • Use examples to support your contributions and challenges. • Share what support you need to grow.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 42, 'page_label': '43'}"
181,"For Managers: • Offer specific, actionable feedback with examples. • Avoid bias or assumptions unrelated to work. • Celebrate strengths and highlight growth areas constructively. • Ask for the employee’s perspective before giving your own. For Peers (360°): • Focus on collaboration and working relationships. • Be respectful and constructive — feedback should help, not harm. 12.6 Career Pathways & Growth At [Company Name], we want employees to grow with us. Career development is a joint","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 43, 'page_label': '44'}"
182,"to grow with us. Career development is a joint responsibility between the employee, manager, and company. We support: • Clear career levels and promotion criteria (available in the Career Framework Library) • Internal job mobility and cross-functional opportunities • Individual Development Plans (IDPs) to map out 1–3 year goals • Regular Career Development Conversations (CDCs) outside of performance reviews Each role has documented skills, expectations, and progression markers. Promotions are","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 43, 'page_label': '44'}"
183,"and progression markers. Promotions are based on demonstrated readiness, not time served. 12.7 Learning & Development Integration Performance feedback is connected to L&D opportunities, including: • Skill-building courses (internal or sponsored external) • Access to certifications and workshops • Learning stipends and tuition reimbursement (see Section 13) • Leadership and people management training • Mentorship matching and ERG-hosted development circles Employees are encouraged to discuss","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 43, 'page_label': '44'}"
184,"circles Employees are encouraged to discuss learning goals during review cycles. 12.8 Promotions & Compensation Reviews Promotions may occur during or outside of review cycles based on performance, readiness, and available roles. Criteria for promotion:","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 43, 'page_label': '44'}"
185,"• Consistent high performance and values alignment • Demonstrated proficiency at the next level • Clear business need or role opening • Manager endorsement and peer/partner feedback (where applicable) All promotions and compensation adjustments are reviewed for equity across gender, race, and background by the HR/People team. Compensation reviews typically align with the performance review cycle and include merit-based raises, bonuses, and/or stock options (where applicable). 12.9 AI &","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 44, 'page_label': '45'}"
186,stock options (where applicable). 12.9 AI & Technology in Performance Reviews We use AI tools to support — not replace — performance management processes. Approved uses include: • Sentiment analysis of 360° feedback to highlight tone or trends • Automated reminders and task management for review deadlines • Natural language suggestions for clearer goal statements or summaries • Flagging inconsistencies or bias in feedback tone or language AI tools cannot: • Assign performance ratings • Override,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 44, 'page_label': '45'}"
187,cannot: • Assign performance ratings • Override or finalize manager evaluations • Access private feedback or performance files without permission AI-generated content must be reviewed and approved by humans before it enters formal records. 12.10 Confidentiality & Access Performance reviews are confidential. Access is limited to: • The employee • Their manager(s) • HR or People Operations You may request a copy of your past reviews at any time through the HRIS system or via hr@company.com.,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 44, 'page_label': '45'}"
188,through the HRIS system or via hr@company.com. Review feedback should never be shared or gossiped about — any breach of confidentiality is a serious violation of company trust.,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 44, 'page_label': '45'}"
189,12.11 Feedback on the Review Process We welcome feedback on how to improve our performance management systems. You can: • Submit anonymous feedback through our People Experience Survey • Speak with HR during or after your review • Join quarterly focus groups on review design and DEI impact • Recommend changes through your team’s People Partner We are committed to continual improvement and employee-driven evolution of how we measure and support success. AI Alignment Note AI tools used for,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 45, 'page_label': '46'}"
190,"success. AI Alignment Note AI tools used for performance reviews must: • Avoid biased scoring, identity-based assumptions, or tone misinterpretation • Be used only as assistive tools, not evaluators or final decision-makers • Log all outputs for review and transparency • Defer to HR and managers in all final review-related actions Bias audits and fairness checks must be conducted on all AI-generated review support tools at least quarterly.   Section 13: Training & Learning Resources At [Company","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 45, 'page_label': '46'}"
191,"13: Training & Learning Resources At [Company Name], we believe that knowledge fuels innovation, personal growth drives team success, and continuous learning is essential to staying agile in a dynamic world. Our training and learning programs are designed to empower employees at every level — whether you’re refining existing skills, learning new ones, or preparing for leadership. This section outlines available training programs, learning platforms, policies around course reimbursement,","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 45, 'page_label': '46'}"
192,"platforms, policies around course reimbursement, internal certification pathways, and how AI tools are responsibly integrated to enhance personalized learning experiences. 13.1 Learning Philosophy Our learning philosophy is built on five pillars:","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 45, 'page_label': '46'}"
193,"1. Access: Every employee deserves access to relevant, high-quality learning opportunities. 2. Equity: Resources and recommendations should be inclusive and tailored to different learning styles and career goals. 3. Relevance: Content must be role-aligned, skill-building, and future-focused. 4. Empowerment: Employees should drive their own learning journey with support from leadership. 5. Ethics: Learning systems (including AI-driven tools) must be transparent, unbiased, and employee-safe.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 46, 'page_label': '47'}"
194,"must be transparent, unbiased, and employee-safe. Learning is not a luxury — it is a right and a responsibility. 13.2 Learning Platforms & Tools We provide a wide range of internal and external learning tools. These include: Internal Platforms: • Learning Hub: Central portal for company-created courses, compliance training, onboarding paths, and internal webinars. • SkillTrack: Role-based learning journeys and certifications tailored to each department. • Mentorship Network: Platform matching","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 46, 'page_label': '47'}"
195,"• Mentorship Network: Platform matching employees with mentors based on interests, identity, and growth goals. External Platforms (Licensed or Subsidized): • LinkedIn Learning • Coursera for Business • Pluralsight (for engineering & data teams) • edX (for academic partnerships) • Duolingo or Rosetta Stone (for language learners) • MasterClass (for creative development – case-by-case access) Platform access is linked to your employee profile and may be managed through single sign-on (SSO) for","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 46, 'page_label': '47'}"
196,"may be managed through single sign-on (SSO) for easy entry and tracking. 13.3 Mandatory Training All employees are required to complete core training modules, including: Training Area Frequency Workplace Conduct & Harassment Prevention Annually Data Privacy & Security Awareness Annually AI Ethics & Responsible Use Annually Diversity, Equity, and Inclusion (DEI) Every 18 months","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 46, 'page_label': '47'}"
197,"Training Area Frequency Role-specific Technical Onboarding Upon hire and when transitioning roles Completion of these is monitored by the People Team and may impact compliance status and access to tools/systems. 13.4 Personalized Learning Journeys Our internal LXP (Learning Experience Platform) uses AI (ethically aligned and human-audited) to: • Recommend learning paths based on your role, past training, and growth goals • Suggest relevant courses during reviews or promotions • Adapt difficulty","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 47, 'page_label': '48'}"
198,"during reviews or promotions • Adapt difficulty level based on interaction patterns • Track progress and surface skill gaps Employees can always override or request alternative options if the recommendations feel misaligned or irrelevant. 13.5 Certifications & Skill Badging We support and recognize skill acquisition in the form of: • Digital badges for internal course completions • Department-issued micro-credentials (e.g., “Certified Product Thinker”) • Externally recognized certificates","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 47, 'page_label': '48'}"
199,"Thinker”) • Externally recognized certificates (e.g., AWS, PMP, Six Sigma) These can be added to your internal profile and LinkedIn. Some roles may require certain certifications within the first 6–12 months of hire. 13.6 Tuition & Course Reimbursement To support deeper learning and formal education: Eligible Expenses: • Degree programs (undergraduate, graduate, MBA, etc.) • Professional certification programs • External workshops and online bootcamps • Continuing education at accredited","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 47, 'page_label': '48'}"
200,"bootcamps • Continuing education at accredited institutions Policy Highlights: • Annual limit: $3,000–$5,000 depending on level and tenure • Must be related to your current role or career path at the company","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 47, 'page_label': '48'}"
201,"• Requires manager and HR approval before enrollment • Reimbursement granted upon proof of completion (grade of C or higher or certificate of completion) To apply, submit the Education Reimbursement Form with documentation and pre-approval signatures. 13.7 Leadership Development Programs We offer tiered leadership training tracks: Program Audience Foundations of Leadership First-time managers Leading Hybrid Teams Team leads or cross-functional managers Executive Presence & Strategy Directors and","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 48, 'page_label': '49'}"
202,"Executive Presence & Strategy Directors and above ERG & Inclusion Leadership Labs ERG leads or equity-focused team leaders These programs are cohort-based, taught by internal leaders and external coaches, and emphasize inclusive leadership and empathy-based decision-making. 13.8 Peer-to-Peer Learning We believe that some of the best learning comes from within. Opportunities include: • Lunch & Learn events led by employees or guest speakers • Showcase Days where teams present recent projects and","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 48, 'page_label': '49'}"
203,"Days where teams present recent projects and tools • Skill Swap Sessions (e.g., “Intro to Figma from the Design Team”) • Mentorship Circles organized by role, level, or identity Employees can request to host a learning session through the L&D Portal or Slack channel #learn-together. 13.9 Feedback & Iteration Learning content is only as good as its impact. After every formal training or program, you will be asked to: • Complete a short feedback form or rating • Provide qualitative suggestions","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 48, 'page_label': '49'}"
204,form or rating • Provide qualitative suggestions for improvement • Optionally join a “Learning Champions” group to shape future content,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 48, 'page_label': '49'}"
205,"We review training effectiveness biannually and use employee suggestions to evolve our offerings. 13.10 AI Alignment Note AI systems that support or deliver learning must: • Ensure fair and inclusive content recommendations • Avoid making biased assumptions based on gender, age, race, or prior education • Explain why a recommendation is made (“based on your current role + growth goals”) • Allow employees to opt out, provide feedback, or request manual alternatives • Be tested quarterly for","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 49, 'page_label': '50'}"
206,"manual alternatives • Be tested quarterly for representation, accessibility, and alignment with company values Human oversight is required for all learning content generated, recommended, or modified by AI. 13.11 Support & Questions If you need help choosing a course, getting approval, or unlocking a platform: • Contact learning@company.com • Submit a support ticket through the LXP • Reach out to your People Partner or Manager You can also book a 15-minute Learning Advisory session during","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 49, 'page_label': '50'}"
207,"book a 15-minute Learning Advisory session during office hours for personalized guidance.   Section 14: Workplace Conduct & Ethics At [Company Name], we are committed to maintaining a work environment rooted in professionalism, trust, and mutual respect. Every employee, contractor, intern, and leader is expected to uphold the highest standards of ethical conduct — not just because it’s required, but because it’s right. This section outlines our expectations around personal behavior, ethical","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 49, 'page_label': '50'}"
208,"expectations around personal behavior, ethical decision-making, professionalism, and how employees should interact with each other, our partners, clients, and AI systems. It includes guidance on conflict of interest, reporting violations, and fostering a culture of integrity.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 49, 'page_label': '50'}"
